spot,doc_freq,sentiment_score,network_status,cluster_label,kkday_status
"繡球花",7,0.7296,"孤立","孤立節點",""
"福浦橋",7,0.7289,"網絡節點","東北自然圈",""
"湯倉神社",7,0.7249,"網絡節點","北海道道南圈",""
"本殿",7,0.7134,"孤立","孤立節點",""
"三光稻荷神社",7,0.7084,"網絡節點","中部日本圈",""
"明神池",7,0.6785,"網絡節點","中部日本圈",""
"近江八幡",7,0.6631,"網絡節點","其他群集",""
"福岡城",7,0.6617,"孤立","孤立節點",""
"秋吉台",7,0.6541,"網絡節點","其他群集",""
"高岡大佛",7,0.6448,"網絡節點","其他群集",""
"明治村",7,0.6421,"網絡節點","伊勢・熊野圈",""
"北上展勝地",7,0.6358,"網絡節點","東北自然圈",""
"砂之博物館",7,0.6258,"網絡節點","山陰圈",""
"渦之道",7,0.6255,"網絡節點","其他群集",""
"湯布院",7,0.6198,"網絡節點","九州自然圈",""
"白石川堤",7,0.6128,"網絡節點","其他群集",""
"松江水鄉祭",7,0.6122,"網絡節點","山陰圈",""
"鞍馬寺",7,0.6115,"網絡節點","京阪圈",""
"和服",7,0.6101,"孤立","孤立節點",""
"主計町茶屋街",7,0.6101,"網絡節點","中部日本圈",""
"富山城址公園",7,0.6056,"孤立","孤立節點",""
"近江神宮",7,0.5964,"網絡節點","其他群集",""
"原宿",7,0.5961,"網絡節點","東京周邊圈",""
"宇治神社",7,0.592,"網絡節點","其他群集",""
"大山",7,0.5918,"孤立","孤立節點",""
"玉子燒",7,0.5912,"孤立","孤立節點",""
"武雄圖書館",7,0.5902,"網絡節點","九州自然圈",""
"二条城",7,0.5821,"網絡節點","京阪圈",""
"三島",7,0.5791,"網絡節點","富士山圈",""
"善治郎",7,0.5703,"孤立","孤立節點",""
"摩耶山",7,0.5672,"網絡節點","九州自然圈",""
"好古園",7,0.566,"網絡節點","宮島・神戶圈",""
"早雲山",7,0.5606,"網絡節點","富士山圈",""
"阿倍野展望台",7,0.5562,"網絡節點","京阪圈",""
"神樂殿",7,0.5535,"孤立","孤立節點",""
"常寂光寺",7,0.5414,"網絡節點","京阪圈",""
"白色戀人公園",7,0.5352,"網絡節點","北海道道南圈",""
"唐津城",7,0.532,"孤立","孤立節點",""
"鐘樓",7,0.5298,"孤立","孤立節點",""
"幽靈公館",7,0.5296,"網絡節點","其他群集",""
"羊蹄山",7,0.5238,"網絡節點","北海道道南圈",""
"成田山新勝寺",7,0.5203,"孤立","孤立節點",""
"鰻魚飯",7,0.5192,"孤立","孤立節點",""
"彼得潘",7,0.519,"網絡節點","其他群集",""
"狸小路",7,0.5171,"網絡節點","北海道道南圈",""
"高田城",7,0.515,"孤立","孤立節點",""
"大阪城天守閣",7,0.5142,"網絡節點","京阪圈",""
"五色沼",7,0.508,"孤立","孤立節點",""
"海豹",7,0.4955,"網絡節點","其他群集",""
"舞濱",7,0.493,"孤立","孤立節點",""
"巨雷山",7,0.4843,"網絡節點","其他群集",""
"薰衣草",7,0.4838,"網絡節點","北海道道南圈",""
"乳頭溫泉",7,0.4821,"網絡節點","東北自然圈",""
"立山連峰",7,0.4783,"網絡節點","中部日本圈",""
"東尋坊",7,0.4759,"網絡節點","中部日本圈",""
"奈留島",7,0.4746,"網絡節點","其他群集",""
"米塚",7,0.4731,"網絡節點","九州自然圈",""
"會津若松城",7,0.4728,"孤立","孤立節點",""
"美女平",7,0.4682,"網絡節點","其他群集",""
"任天堂博物館",7,0.4628,"網絡節點","京阪圈",""
"丸龜",7,0.4567,"孤立","孤立節點",""
"哈利波特禁忌之旅",7,0.4476,"網絡節點","其他群集",""
"利尻富士",7,0.4378,"孤立","孤立節點",""
"靜岡",7,0.4348,"網絡節點","富士山圈",""
"山手線",7,0.4302,"孤立","孤立節點",""
"難波八阪神社",7,0.4239,"網絡節點","京阪圈",""
"子之口",7,0.4167,"網絡節點","東北自然圈",""
"鳥貴族",7,0.4063,"孤立","孤立節點",""
"和歌山城",7,0.4029,"孤立","孤立節點",""
"奧社",7,0.3985,"孤立","孤立節點",""
"登別",7,0.3858,"網絡節點","北海道道南圈",""
"高岡",7,0.3718,"網絡節點","中部日本圈",""
"不忍池",7,0.3284,"網絡節點","東京周邊圈",""
"血池地獄",7,0.3075,"網絡節點","其他群集",""
"神戶港塔",6,0.7691,"孤立","孤立節點",""
"石橋",6,0.7383,"孤立","孤立節點",""
"天岩戶神社",6,0.7277,"網絡節點","九州自然圈",""
"三輪神社",6,0.7167,"網絡節點","伊勢・熊野圈",""
"狸小路商店街",6,0.7097,"網絡節點","北海道道南圈",""
"晴明神社",6,0.7038,"網絡節點","京阪圈",""
"川越冰川神社",6,0.7008,"網絡節點","其他群集",""
"咖哩飯",6,0.6955,"孤立","孤立節點",""
"浩庵露營場",6,0.6948,"網絡節點","富士山圈",""
"古宇利大橋",6,0.6942,"網絡節點","其他群集",""
"鳥羽水族館",6,0.6866,"網絡節點","伊勢・熊野圈",""
"久屋大通公園",6,0.6828,"網絡節點","伊勢・熊野圈",""
"呆呆獸公園",6,0.6827,"網絡節點","瀨戶內海島圈",""
"名古屋港水族館",6,0.6796,"網絡節點","伊勢・熊野圈",""
"蘋果汁",6,0.6795,"網絡節點","其他群集",""
"神戶牛",6,0.6779,"孤立","孤立節點",""
"出水神社",6,0.6779,"網絡節點","九州自然圈",""
"五平餅",6,0.6768,"孤立","孤立節點",""
"金澤21世紀美術館",6,0.6757,"網絡節點","中部日本圈",""
"惠比壽",6,0.6706,"網絡節點","東京周邊圈",""
"二条市場",6,0.6682,"網絡節點","北海道道南圈",""
"豐島園",6,0.6642,"孤立","孤立節點",""
"關東煮",6,0.6604,"孤立","孤立節點",""
"平野神社",6,0.6583,"網絡節點","京阪圈",""
"辰子像",6,0.658,"網絡節點","東北自然圈",""
"幣舞橋",6,0.6559,"孤立","孤立節點",""
"日本庭園",6,0.6528,"孤立","孤立節點",""
"伏見十石舟",6,0.6391,"網絡節點","京阪圈",""
"哈密瓜",6,0.6384,"孤立","孤立節點",""
"仁王門",6,0.6373,"網絡節點","京阪圈",""
"鏡池",6,0.6364,"孤立","孤立節點",""
"千疊敷",6,0.6362,"網絡節點","北海道道南圈",""
"有馬溫泉",6,0.6361,"網絡節點","宮島・神戶圈",""
"真如堂",6,0.6359,"網絡節點","京阪圈",""
"天守",6,0.6327,"孤立","孤立節點",""
"大須觀音街",6,0.6315,"網絡節點","中部日本圈",""
"金色堂",6,0.6291,"網絡節點","東北自然圈",""
"廣島燒",6,0.6259,"孤立","孤立節點",""
"劍峰",6,0.6245,"網絡節點","富士山圈",""
"八幡宮",6,0.624,"孤立","孤立節點",""
"大魚神社",6,0.6213,"孤立","孤立節點",""
"白川",6,0.6189,"孤立","孤立節點",""
"白色戀人",6,0.6179,"孤立","孤立節點",""
"紫雲出山",6,0.6178,"孤立","孤立節點",""
"靖國神社",6,0.6167,"孤立","孤立節點",""
"粉蝶花",6,0.6163,"網絡節點","其他群集",""
"大岡川",6,0.616,"孤立","孤立節點",""
"土庄港",6,0.6135,"網絡節點","瀨戶內海島圈",""
"三井寺",6,0.611,"孤立","孤立節點",""
"網走",6,0.6083,"網絡節點","其他群集",""
"六角堂",6,0.6083,"孤立","孤立節點",""
"鬱金香",6,0.6021,"網絡節點","其他群集",""
"梅花",6,0.5997,"孤立","孤立節點",""
"山形",6,0.598,"孤立","孤立節點",""
"本丸御殿",6,0.5979,"網絡節點","伊勢・熊野圈",""
"高屋神社",6,0.5967,"孤立","孤立節點",""
"御殿場outlet",6,0.5963,"網絡節點","富士山圈",""
"香嵐溪",6,0.596,"孤立","孤立節點",""
"二年坂",6,0.5947,"網絡節點","京阪圈",""
"海膽",6,0.5942,"孤立","孤立節點",""
"鳴子峽",6,0.5909,"孤立","孤立節點",""
"奧武山公園",6,0.5891,"孤立","孤立節點",""
"水天宮",6,0.5886,"孤立","孤立節點",""
"神宮球場",6,0.5845,"孤立","孤立節點",""
"哈利波特影城",6,0.5797,"孤立","孤立節點",""
"松本",6,0.5793,"網絡節點","中部日本圈",""
"利久牛舌",6,0.5759,"孤立","孤立節點",""
"萬博",6,0.5746,"網絡節點","其他群集",""
"皮卡丘",6,0.5727,"網絡節點","其他群集",""
"袋田瀑布",6,0.5722,"網絡節點","其他群集",""
"高野山",6,0.572,"網絡節點","其他群集",""
"千光寺公園",6,0.5707,"孤立","孤立節點",""
"大崎八幡宮",6,0.5688,"網絡節點","東北自然圈",""
"河口湖大橋",6,0.5686,"網絡節點","富士山圈",""
"飛濺山",6,0.5678,"網絡節點","其他群集",""
"竹下通",6,0.5677,"網絡節點","東京周邊圈",""
"魔女之谷",6,0.5671,"網絡節點","其他群集",""
"函館朝市",6,0.5644,"孤立","孤立節點",""
"吉備津彥神社",6,0.562,"網絡節點","宮島・神戶圈",""
"枚方公園",6,0.5615,"網絡節點","宮島・神戶圈",""
"金麟湖",6,0.5611,"孤立","孤立節點",""
"全家",6,0.5598,"孤立","孤立節點",""
"侏儸紀公園",6,0.5551,"網絡節點","其他群集",""
"宇治上神社",6,0.5505,"網絡節點","其他群集",""
"上賀茂神社",6,0.5484,"孤立","孤立節點",""
"小丑漢堡",6,0.5473,"網絡節點","北海道道南圈",""
"角館武家屋敷",6,0.5462,"網絡節點","東北自然圈",""
"大須商店街",6,0.5455,"網絡節點","伊勢・熊野圈",""
"耀西冒險",6,0.5428,"網絡節點","其他群集",""
"湯島天滿宮",6,0.5364,"孤立","孤立節點",""
"立山黑部",6,0.532,"網絡節點","中部日本圈",""
"明智平纜車",6,0.5318,"網絡節點","關東山區溫泉圈",""
"櫻山神社",6,0.5317,"網絡節點","其他群集",""
"天王寺",6,0.5285,"網絡節點","京阪圈",""
"八幡山",6,0.5285,"網絡節點","其他群集",""
"銚子大瀑布",6,0.5228,"網絡節點","東北自然圈",""
"阿蘇火山口",6,0.5205,"網絡節點","九州自然圈",""
"姬路",6,0.5181,"孤立","孤立節點",""
"武雄溫泉站",6,0.5175,"孤立","孤立節點",""
"庫巴",6,0.5141,"網絡節點","其他群集",""
"夢幻泉鄉",6,0.51,"網絡節點","其他群集",""
"明治神宮外苑",6,0.5074,"孤立","孤立節點",""
"中華街",6,0.5047,"孤立","孤立節點",""
"哈利波特園區",6,0.5036,"孤立","孤立節點",""
"座喜味城",6,0.503,"網絡節點","其他群集",""
"高島屋",6,0.501,"孤立","孤立節點",""
"強羅",6,0.4895,"網絡節點","富士山圈",""
"桃園",6,0.4886,"孤立","孤立節點",""
"沙灘",6,0.4874,"孤立","孤立節點",""
"日比谷公園",6,0.484,"孤立","孤立節點",""
"大浴場",6,0.4797,"孤立","孤立節點",""
"忠靈塔",6,0.4791,"網絡節點","富士山圈",""
"有珠山",6,0.4741,"網絡節點","北海道道南圈",""
"蕪嶋神社",6,0.4697,"孤立","孤立節點",""
"長崎蛋糕",6,0.4692,"孤立","孤立節點",""
"男木島",6,0.4609,"網絡節點","瀨戶內海島圈",""
"鶴城",6,0.4588,"孤立","孤立節點",""
"貓之細道",6,0.4571,"網絡節點","宮島・神戶圈",""
"玩具總動員",6,0.4534,"孤立","孤立節點",""
"豪德寺",6,0.4466,"孤立","孤立節點",""
"八幡堀",6,0.444,"孤立","孤立節點",""
"米子",6,0.4398,"孤立","孤立節點",""
"桃源台",6,0.4383,"網絡節點","富士山圈",""
"時計台",6,0.4353,"網絡節點","北海道道南圈",""
"金崎宮",6,0.4307,"網絡節點","中部日本圈",""
"花卷",6,0.4276,"孤立","孤立節點",""
"蘋果派",6,0.4182,"孤立","孤立節點",""
"白兔海岸",6,0.4138,"孤立","孤立節點",""
"帝王蟹",6,0.4101,"孤立","孤立節點",""
"鐮倉",6,0.3952,"網絡節點","富士山圈",""
"松江",6,0.3879,"孤立","孤立節點",""
"蓬萊軒",6,0.3858,"網絡節點","伊勢・熊野圈",""
"豐洲市場",6,0.3837,"網絡節點","東京周邊圈",""
"無印良品",6,0.3802,"孤立","孤立節點",""
"大洲城",6,0.3145,"網絡節點","其他群集",""
"白池地獄",6,0.2801,"網絡節點","其他群集",""
"多良",5,0.8302,"網絡節點","九州自然圈",""
"草千里之濱",5,0.8081,"孤立","孤立節點",""
"熊野本宮大社",5,0.7388,"孤立","孤立節點",""
"智恩寺",5,0.7328,"網絡節點","其他群集",""
"敘敘苑",5,0.707,"孤立","孤立節點",""
"江島神社",5,0.7022,"網絡節點","東京周邊圈",""
"汐入公園",5,0.7018,"孤立","孤立節點",""
"針綱神社",5,0.6981,"網絡節點","中部日本圈",""
"下北澤",5,0.698,"孤立","孤立節點",""
"小岩井農場",5,0.6953,"網絡節點","東北自然圈",""
"清水舞台",5,0.6949,"網絡節點","京阪圈",""
"三重塔",5,0.6859,"網絡節點","京阪圈",""
"小小世界",5,0.6831,"網絡節點","其他群集",""
"盛岡八幡宮",5,0.6825,"孤立","孤立節點",""
"美保神社",5,0.6814,"網絡節點","山陰圈",""
"大黑屋",5,0.6727,"網絡節點","北海道道南圈",""
"三角市場",5,0.6706,"孤立","孤立節點",""
"鳥取沙丘",5,0.6677,"孤立","孤立節點",""
"砂湯",5,0.6578,"網絡節點","其他群集",""
"中央公園",5,0.6549,"孤立","孤立節點",""
"橫濱中華街",5,0.6468,"孤立","孤立節點",""
"定禪寺通",5,0.6466,"孤立","孤立節點",""
"宇治平等院",5,0.6463,"孤立","孤立節點",""
"原爆資料館",5,0.6461,"網絡節點","其他群集",""
"寶物殿",5,0.6387,"孤立","孤立節點",""
"加賀溫泉",5,0.6387,"網絡節點","中部日本圈",""
"湯瀑布",5,0.6376,"網絡節點","關東山區溫泉圈",""
"游泳池",5,0.6371,"孤立","孤立節點",""
"九州動物園",5,0.6363,"孤立","孤立節點",""
"墨田水族館",5,0.635,"網絡節點","東京周邊圈",""
"元伊勢籠神社",5,0.6343,"網絡節點","其他群集",""
"玩具總動員瘋狂遊戲屋",5,0.6285,"網絡節點","其他群集",""
"彌彥神社",5,0.6276,"孤立","孤立節點",""
"豐玉姬神社",5,0.6274,"網絡節點","九州自然圈",""
"本堂",5,0.6224,"孤立","孤立節點",""
"淨土之濱",5,0.6211,"孤立","孤立節點",""
"元箱根港",5,0.6208,"網絡節點","富士山圈",""
"富士淺間神社",5,0.6182,"網絡節點","富士山圈",""
"明月院",5,0.6166,"網絡節點","東京周邊圈",""
"霍爾的城堡",5,0.6156,"網絡節點","其他群集",""
"安比高原",5,0.6152,"孤立","孤立節點",""
"仲見世通",5,0.614,"網絡節點","東京周邊圈",""
"抱返溪谷",5,0.6134,"孤立","孤立節點",""
"邊津宮",5,0.6124,"網絡節點","東京周邊圈",""
"高遠城址公園",5,0.61,"孤立","孤立節點",""
"摩耶山掬星台",5,0.6092,"網絡節點","宮島・神戶圈",""
"和田家",5,0.6091,"網絡節點","中部日本圈",""
"砂之美術館",5,0.6067,"網絡節點","山陰圈",""
"足立美術館",5,0.6056,"網絡節點","山陰圈",""
"生口島",5,0.6055,"孤立","孤立節點",""
"德國館",5,0.6041,"孤立","孤立節點",""
"固力果",5,0.6024,"孤立","孤立節點",""
"關門海峽",5,0.6009,"孤立","孤立節點",""
"天王寺動物園",5,0.6004,"網絡節點","京阪圈",""
"蹴上傾斜鐵道",5,0.5978,"網絡節點","京阪圈",""
"足利花卉公園",5,0.5972,"孤立","孤立節點",""
"哥拉巴園",5,0.5959,"孤立","孤立節點",""
"天安河原",5,0.5949,"網絡節點","九州自然圈",""
"法國館",5,0.5939,"網絡節點","其他群集",""
"美國館",5,0.5905,"網絡節點","其他群集",""
"阿波舞會館",5,0.5904,"網絡節點","其他群集",""
"住友館",5,0.5894,"孤立","孤立節點",""
"瑪利歐賽車",5,0.5892,"網絡節點","其他群集",""
"仙台海洋森林水族館",5,0.5879,"孤立","孤立節點",""
"筒倉展望台",5,0.5862,"網絡節點","北海道道南圈",""
"富士五湖",5,0.5835,"網絡節點","富士山圈",""
"金澤站",5,0.5801,"孤立","孤立節點",""
"玉藻公園",5,0.5767,"網絡節點","瀨戶內海島圈",""
A-FACTORY,5,0.5766,"孤立","孤立節點",""
"木曾川",5,0.5757,"網絡節點","中部日本圈",""
"奧入瀨",5,0.5752,"孤立","孤立節點",""
"霍格華茲",5,0.5745,"孤立","孤立節點",""
"喜多院",5,0.5735,"網絡節點","其他群集",""
"定山溪",5,0.5731,"孤立","孤立節點",""
"境港",5,0.5705,"孤立","孤立節點",""
"知床自然中心",5,0.5696,"孤立","孤立節點",""
"上田城",5,0.5694,"網絡節點","中部日本圈",""
"鋼彈館",5,0.5645,"網絡節點","其他群集",""
"富山城",5,0.5622,"孤立","孤立節點",""
"道後公園",5,0.5616,"網絡節點","瀨戶內海島圈",""
"中目黑",5,0.5616,"孤立","孤立節點",""
"永旺夢樂城",5,0.5601,"孤立","孤立節點",""
"福岡巨蛋",5,0.5546,"孤立","孤立節點",""
"島根縣立美術館",5,0.5516,"網絡節點","山陰圈",""
"鎌倉大佛",5,0.5515,"網絡節點","東京周邊圈",""
"天狗山",5,0.5477,"網絡節點","北海道道南圈",""
"福井",5,0.5461,"網絡節點","中部日本圈",""
"道後溫泉本館",5,0.5399,"網絡節點","瀨戶內海島圈",""
"小網神社",5,0.5394,"孤立","孤立節點",""
"瑞龍寺",5,0.5385,"網絡節點","其他群集",""
"松江歷史館",5,0.5381,"網絡節點","山陰圈",""
"奧武島",5,0.5369,"孤立","孤立節點",""
"函館公園",5,0.5367,"網絡節點","其他群集",""
"迪士尼陸地",5,0.5364,"孤立","孤立節點",""
"福島",5,0.5338,"孤立","孤立節點",""
"岡山站",5,0.5334,"孤立","孤立節點",""
"海津大崎",5,0.5325,"網絡節點","其他群集",""
"郡山",5,0.5323,"孤立","孤立節點",""
"佐渡金山",5,0.5314,"孤立","孤立節點",""
"仙台朝市",5,0.5295,"孤立","孤立節點",""
"城彩苑",5,0.5246,"網絡節點","九州自然圈",""
"加拿大館",5,0.5232,"孤立","孤立節點",""
"高瀨川",5,0.5229,"網絡節點","京阪圈",""
"和倉溫泉",5,0.5225,"孤立","孤立節點",""
"智積院",5,0.5215,"孤立","孤立節點",""
"阿蘇山",5,0.5175,"孤立","孤立節點",""
"鹿島神宮",5,0.5157,"孤立","孤立節點",""
"水族館",5,0.5156,"孤立","孤立節點",""
"三春瀧櫻",5,0.5139,"孤立","孤立節點",""
"原爆圓頂",5,0.5103,"孤立","孤立節點",""
"御船山樂園",5,0.5099,"網絡節點","九州自然圈",""
"地主神社",5,0.5082,"網絡節點","京阪圈",""
"福江島",5,0.5081,"網絡節點","其他群集",""
"二世谷",5,0.5079,"網絡節點","北海道道南圈",""
"美保關",5,0.5053,"孤立","孤立節點",""
"宇治橋",5,0.5003,"網絡節點","伊勢・熊野圈",""
"倉吉",5,0.5002,"網絡節點","其他群集",""
"增上寺",5,0.5,"孤立","孤立節點",""
"城山公園",5,0.5,"孤立","孤立節點",""
"鳴子溫泉",5,0.4999,"孤立","孤立節點",""
"聖誕樹",5,0.4996,"孤立","孤立節點",""
"利尻島",5,0.4983,"網絡節點","其他群集",""
"則武之森",5,0.4945,"網絡節點","中部日本圈",""
"小室淺間神社",5,0.4943,"網絡節點","富士山圈",""
"蔦沼",5,0.4938,"孤立","孤立節點",""
"二之丸",5,0.4938,"孤立","孤立節點",""
"釧路",5,0.4874,"孤立","孤立節點",""
"九十九島",5,0.4873,"孤立","孤立節點",""
"札幌巨蛋",5,0.4872,"孤立","孤立節點",""
"中岳",5,0.4869,"網絡節點","九州自然圈",""
"天保山摩天輪",5,0.4831,"孤立","孤立節點",""
"黑部湖",5,0.4829,"網絡節點","其他群集",""
"築地",5,0.4811,"孤立","孤立節點",""
"薄野",5,0.4796,"孤立","孤立節點",""
"龍泉洞",5,0.4795,"孤立","孤立節點",""
"海洋塔",5,0.4794,"網絡節點","其他群集",""
"濱名湖",5,0.4765,"孤立","孤立節點",""
"金森紅磚倉庫",5,0.4762,"網絡節點","北海道道南圈",""
"美術館",5,0.4754,"孤立","孤立節點",""
"海獅",5,0.4749,"網絡節點","其他群集",""
"貴船",5,0.4725,"網絡節點","京阪圈",""
"龜山八幡宮",5,0.4719,"網絡節點","九州自然圈",""
"和布刈神社",5,0.4659,"網絡節點","九州自然圈",""
"妙乃湯",5,0.4652,"網絡節點","其他群集",""
"富士山本宮淺間大社",5,0.4648,"網絡節點","富士山圈",""
"吉卜力大倉庫",5,0.464,"孤立","孤立節點",""
"大佛",5,0.4627,"網絡節點","東京周邊圈",""
"網走監獄",5,0.462,"網絡節點","其他群集",""
"根津神社",5,0.4601,"網絡節點","其他群集",""
"皿倉山",5,0.4521,"孤立","孤立節點",""
"內宮",5,0.45,"網絡節點","伊勢・熊野圈",""
"地心探險",5,0.4433,"網絡節點","其他群集",""
"冰見",5,0.439,"網絡節點","中部日本圈",""
"修善寺",5,0.4368,"網絡節點","富士山圈",""
"雪之大谷",5,0.4342,"網絡節點","其他群集",""
"松本清",5,0.4336,"孤立","孤立節點",""
"京瓷巨蛋",5,0.4185,"孤立","孤立節點",""
"佐柳島",5,0.413,"孤立","孤立節點",""
"新大阪",5,0.4126,"孤立","孤立節點",""
"翱翔",5,0.4119,"網絡節點","其他群集",""
"扇澤",5,0.4075,"網絡節點","其他群集",""
"冰穴",5,0.399,"網絡節點","富士山圈",""
"中村藤吉本店",5,0.3952,"網絡節點","其他群集",""
"淺草神社",5,0.3947,"網絡節點","東京周邊圈",""
"嚴島",5,0.3896,"孤立","孤立節點",""
"藤澤",5,0.3858,"孤立","孤立節點",""
"淺草橋",5,0.3807,"孤立","孤立節點",""
"章魚燒",5,0.3719,"孤立","孤立節點",""
"荷蘭館",5,0.3699,"網絡節點","其他群集",""
"平泉寺",5,0.3673,"網絡節點","其他群集",""
"建仁寺",5,0.3667,"孤立","孤立節點",""
"清洲城",5,0.3357,"網絡節點","伊勢・熊野圈",""
"灶地獄",5,0.3121,"網絡節點","其他群集",""
"秋田",5,0.3019,"孤立","孤立節點",""
"平和公園",5,0.2998,"孤立","孤立節點",""
"瑪利歐園區",5,0.2991,"網絡節點","其他群集",""
"觀音崎",5,0.2872,"網絡節點","其他群集",""
"昭和新山",5,0.2683,"網絡節點","北海道道南圈",""
"沖繩美麗海水族館",4,0.8402,"孤立","孤立節點",""
"岩倉五条川",4,0.8289,"網絡節點","中部日本圈",""
"青森美術館",4,0.819,"孤立","孤立節點",""
"浮木神社",4,0.7962,"網絡節點","東北自然圈",""
"三十三間堂",4,0.7914,"網絡節點","京阪圈",""
"鼓門",4,0.7895,"孤立","孤立節點",""
"帶廣",4,0.7846,"網絡節點","北海道道南圈",""
"松江神社",4,0.7819,"網絡節點","山陰圈",""
"二條市場",4,0.7783,"孤立","孤立節點",""
"清澄庭園",4,0.7645,"孤立","孤立節點",""
"阿須賀神社",4,0.7575,"孤立","孤立節點",""
"牧志市場",4,0.7542,"網絡節點","其他群集",""
"阿摩美久之墓",4,0.7513,"孤立","孤立節點",""
"屋島",4,0.7491,"網絡節點","瀨戶內海島圈",""
"定山溪神社",4,0.7464,"孤立","孤立節點",""
"阿彌陀堂",4,0.745,"孤立","孤立節點",""
"東山動植物園",4,0.741,"孤立","孤立節點",""
"豐田產業技術紀念館",4,0.7338,"網絡節點","伊勢・熊野圈",""
"榴岡公園",4,0.7335,"孤立","孤立節點",""
"御釜",4,0.7308,"孤立","孤立節點",""
"天祖神社",4,0.727,"網絡節點","九州自然圈",""
"犬山城下町",4,0.7257,"網絡節點","中部日本圈",""
"金堂",4,0.7209,"孤立","孤立節點",""
"動物園",4,0.7191,"孤立","孤立節點",""
"甲府",4,0.719,"孤立","孤立節點",""
"玄宮園",4,0.7146,"網絡節點","其他群集",""
"飛天史努比",4,0.7138,"孤立","孤立節點",""
"志摩",4,0.7097,"孤立","孤立節點",""
"石手寺",4,0.7062,"網絡節點","瀨戶內海島圈",""
"金賞可樂餅",4,0.7052,"孤立","孤立節點",""
"玉作湯神社",4,0.7049,"網絡節點","山陰圈",""
"時之鐘",4,0.7041,"孤立","孤立節點",""
"沖繩兒童王國",4,0.7035,"孤立","孤立節點",""
"日御碕神社",4,0.7024,"網絡節點","山陰圈",""
"麝香葡萄",4,0.6996,"孤立","孤立節點",""
"藏王纜車",4,0.6979,"網絡節點","東北自然圈",""
"平田牧場",4,0.6975,"孤立","孤立節點",""
"紅葉迴廊",4,0.6965,"網絡節點","富士山圈",""
"外宮",4,0.6955,"網絡節點","伊勢・熊野圈",""
"父母之濱",4,0.6943,"孤立","孤立節點",""
"秋田犬",4,0.6936,"孤立","孤立節點",""
"小樽水族館",4,0.6936,"孤立","孤立節點",""
"櫻之馬場 城彩苑",4,0.6931,"網絡節點","九州自然圈",""
"錦天滿宮",4,0.6928,"孤立","孤立節點",""
"德島中央公園",4,0.691,"網絡節點","其他群集",""
"小倉競馬場",4,0.6865,"孤立","孤立節點",""
"老虎",4,0.6836,"網絡節點","其他群集",""
"精靈露台",4,0.6814,"網絡節點","北海道道南圈",""
"吉備糰子",4,0.6812,"孤立","孤立節點",""
"六本木之丘",4,0.6804,"孤立","孤立節點",""
"福砂屋",4,0.6801,"孤立","孤立節點",""
"豐國神社",4,0.6785,"孤立","孤立節點",""
"櫻島火山",4,0.6781,"孤立","孤立節點",""
"舞殿",4,0.6769,"孤立","孤立節點",""
"愛宕神社",4,0.6757,"網絡節點","京阪圈",""
"日御碕燈塔",4,0.6755,"網絡節點","山陰圈",""
"種差海岸",4,0.6706,"孤立","孤立節點",""
"飛鳥山公園",4,0.6633,"孤立","孤立節點",""
"橫濱港",4,0.663,"孤立","孤立節點",""
"鷹馬飛行",4,0.6621,"網絡節點","其他群集",""
"岡崎公園",4,0.6616,"孤立","孤立節點",""
"馬之背",4,0.6611,"網絡節點","山陰圈",""
"潤水鴨",4,0.6606,"網絡節點","其他群集",""
"燒岳",4,0.6563,"網絡節點","中部日本圈",""
"長頸鹿",4,0.6485,"孤立","孤立節點",""
"弘前",4,0.647,"孤立","孤立節點",""
"雙星4047",4,0.6467,"網絡節點","九州自然圈",""
"二次元之森",4,0.6454,"網絡節點","宮島・神戶圈",""
"北海道神宮頓宮",4,0.645,"孤立","孤立節點",""
"宇治川",4,0.6425,"網絡節點","其他群集",""
"十和田美術館",4,0.6387,"孤立","孤立節點",""
"鷲羽山展望台",4,0.6381,"孤立","孤立節點",""
"宮崎",4,0.6381,"孤立","孤立節點",""
"石川縣立美術館",4,0.6363,"網絡節點","中部日本圈",""
"花卷溫泉",4,0.6357,"孤立","孤立節點",""
"梓川",4,0.6346,"網絡節點","中部日本圈",""
"魚之棚商店街",4,0.634,"網絡節點","宮島・神戶圈",""
"飛驒國分寺",4,0.6333,"網絡節點","中部日本圈",""
"西武巨蛋",4,0.6323,"孤立","孤立節點",""
"宮崎神宮",4,0.6312,"孤立","孤立節點",""
"富岩運河環水公園",4,0.6309,"孤立","孤立節點",""
"鶴舞公園",4,0.6289,"網絡節點","伊勢・熊野圈",""
"樂天地",4,0.6273,"孤立","孤立節點",""
"富士塚",4,0.6263,"孤立","孤立節點",""
"藏王溫泉",4,0.626,"孤立","孤立節點",""
"白金溫泉",4,0.6253,"孤立","孤立節點",""
"富山灣",4,0.6242,"孤立","孤立節點",""
"志賀島",4,0.6239,"孤立","孤立節點",""
"神魂神社",4,0.6236,"網絡節點","山陰圈",""
"觀音寺",4,0.6224,"孤立","孤立節點",""
"大黑天",4,0.6214,"孤立","孤立節點",""
"鷲羽山",4,0.6208,"孤立","孤立節點",""
"HEP FIVE摩天輪",4,0.6202,"孤立","孤立節點",""
"青龍寺",4,0.6179,"孤立","孤立節點",""
"築地本願寺",4,0.6172,"孤立","孤立節點",""
"笠間稻荷神社",4,0.6133,"孤立","孤立節點",""
"大洗水族館",4,0.6131,"孤立","孤立節點",""
"卡比獸",4,0.6109,"孤立","孤立節點",""
